,Age,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Base_MET,HR_Intensity,Effective_MET,Calories_Burned (kcal),Gender_Male,Workout_Type_HIIT,Workout_Type_Mixed,Workout_Type_Strength,Workout_Type_Yoga
7844,25,63.6,1.6,198.0,167.0,76.0,0.78,20.2,3.7,2,0,24.8,8.0,0.7459016393442623,5.967213114754099,296.0,False,False,True,False,False
7845,41,78.2,1.72,176.0,125.0,63.0,1.63,13.0,5.199999999999999,7,3,26.5,3.0,0.5486725663716814,1.646017699115044,209.8,True,False,False,False,True
7846,37,88.7,1.81,189.0,151.0,63.0,1.26,15.6,4.2,6,3,26.9,6.0,0.6984126984126984,4.19047619047619,468.3,False,False,False,True,False
7847,33,71.8,1.58,192.0,151.0,57.0,0.84,13.9,3.3,7,3,28.6,6.0,0.6962962962962963,4.177777777777778,252.0,True,False,False,True,False
7848,29,89.0,1.72,196.0,165.0,74.0,0.6,36.6,3.7,3,0,29.9,8.0,0.7459016393442623,5.967213114754099,318.6,False,False,True,False,False
7849,30,47.2,1.6,187.0,138.0,79.0,0.56,32.9,3.7,3,0,18.5,3.0,0.5462962962962963,1.6388888888888888,43.3,False,False,False,False,True
7850,59,81.4,1.78,154.0,132.0,67.0,1.29,25.1,4.4,5,1,25.6,8.0,0.7471264367816092,5.977011494252873,627.6,False,False,True,False,False
7851,56,81.7,1.78,170.0,139.0,65.0,0.69,24.1,3.6,4,1,25.8,6.0,0.7047619047619048,4.228571428571429,238.4,False,False,False,True,False
7852,42,64.1,1.64,184.0,152.0,57.0,1.05,9.8,4.7,6,3,23.7,8.0,0.7480314960629921,5.984251968503937,402.8,True,False,True,False,False
7853,49,74.7,1.9,161.0,135.0,57.0,1.31,18.2,5.199999999999999,6,3,20.7,8.0,0.75,6.0,587.1,True,False,True,False,False
7854,41,95.5,1.79,186.0,154.0,60.0,1.16,13.1,4.5,7,3,29.8,8.0,0.746031746031746,5.968253968253968,661.2,False,False,True,False,False
7855,26,66.3,1.75,196.0,160.0,75.0,0.34,24.8,3.3,2,0,21.6,6.0,0.7024793388429752,4.214876033057851,95.0,True,False,False,True,False
7856,57,54.8,1.75,164.0,129.0,64.0,0.85,17.7,2.9,7,2,18.0,7.0,0.65,4.55,211.9,False,False,False,False,False
7857,40,76.2,1.78,176.0,122.0,56.0,1.3,14.1,3.9,7,3,24.1,3.0,0.55,1.65,163.4,False,False,False,False,True
7858,30,57.6,1.58,195.0,158.0,70.0,0.91,30.9,3.9,2,0,23.0,6.0,0.704,4.224,221.4,True,False,False,True,False
7859,49,90.8,1.7,169.0,137.0,78.0,0.25,25.1,2.6,3,0,31.4,7.0,0.6483516483516484,4.538461538461538,103.0,True,False,False,False,False
7860,32,76.6,1.72,186.0,132.0,67.0,1.21,16.0,4.1,7,2,26.0,3.0,0.5462184873949579,1.638655462184874,151.9,True,False,False,False,True
7861,53,61.3,1.64,156.0,135.0,73.0,0.62,23.5,3.3,2,0,22.8,8.0,0.7469879518072289,5.975903614457831,227.1,True,False,True,False,False
7862,22,69.2,1.73,194.0,147.0,60.0,0.99,11.1,3.2,7,3,23.2,7.0,0.6492537313432836,4.544776119402985,311.4,True,False,False,False,False
7863,39,75.3,1.8,176.0,162.0,81.0,0.5,22.0,2.7,2,0,23.2,9.5,0.8526315789473684,8.1,305.0,True,True,False,False,False
7864,33,88.2,1.64,177.0,128.0,70.0,0.91,24.8,3.8,3,1,32.9,3.0,0.5420560747663551,1.6261682242990654,130.5,True,False,False,False,True
7865,58,74.9,1.67,170.0,131.0,60.0,1.11,17.3,3.0,7,3,26.7,7.0,0.6454545454545455,4.5181818181818185,375.6,False,False,False,False,False
7866,27,46.9,1.6,192.0,136.0,68.0,0.67,8.0,4.5,7,3,18.4,3.0,0.5483870967741935,1.6451612903225803,51.7,True,False,False,False,True
7867,41,51.9,1.5,172.0,146.0,70.0,0.98,16.5,4.3,5,2,23.0,8.0,0.7450980392156863,5.96078431372549,303.2,False,False,True,False,False
7868,35,73.9,1.76,180.0,162.0,62.0,0.92,13.0,3.2,6,2,23.9,9.5,0.847457627118644,8.050847457627118,547.4,True,True,False,False,False
7869,35,55.1,1.68,182.0,141.0,65.0,1.58,12.3,3.3,5,3,19.6,7.0,0.6495726495726496,4.547008547008547,395.9,True,False,False,False,False
7870,24,51.1,1.68,193.0,153.0,59.0,1.37,17.8,4.4,7,3,18.0,6.0,0.7014925373134329,4.208955223880597,294.7,False,False,False,True,False
7871,21,66.0,1.58,203.0,141.0,65.0,0.75,22.5,3.9,4,1,26.4,3.0,0.5507246376811594,1.6521739130434785,81.8,False,False,False,False,True
7872,43,57.4,1.66,176.0,139.0,72.0,1.06,17.1,3.3,5,2,20.8,7.0,0.6442307692307693,4.509615384615385,274.4,False,False,False,False,False
7873,22,92.9,1.79,198.0,165.0,66.0,0.8,17.9,3.9,3,1,29.0,8.0,0.75,6.0,445.9,False,False,True,False,False
7874,33,67.8,1.68,186.0,132.0,67.0,1.08,26.5,4.4,5,1,24.0,3.0,0.5462184873949579,1.638655462184874,120.0,True,False,False,False,True
7875,52,62.6,1.68,174.0,133.0,58.0,1.0,8.6,2.9,7,3,22.1,7.0,0.646551724137931,4.525862068965518,283.3,True,False,False,False,False
7876,43,52.1,1.7,184.0,157.0,75.0,1.37,21.3,4.8,7,2,18.0,8.0,0.7522935779816514,6.018348623853211,429.6,False,False,True,False,False
7877,35,70.0,1.56,184.0,126.0,55.0,1.18,12.6,4.4,6,3,28.9,3.0,0.5503875968992248,1.6511627906976742,136.4,False,False,False,False,True
7878,46,76.4,1.74,169.0,145.0,72.0,0.74,24.7,4.1,3,0,25.2,8.0,0.7525773195876289,6.020618556701031,340.4,True,False,True,False,False
7879,40,53.7,1.55,179.0,141.0,68.0,0.74,27.4,2.6,3,1,22.2,7.0,0.6576576576576577,4.603603603603604,182.9,True,False,False,False,False
7880,31,51.4,1.59,173.0,140.0,78.0,0.51,34.4,2.7,3,0,20.4,7.0,0.6526315789473685,4.568421052631579,119.8,False,False,False,False,False
7881,32,75.4,1.58,190.0,154.0,70.0,0.56,24.7,2.9,3,1,30.4,6.0,0.7,4.199999999999999,177.3,True,False,False,True,False
7882,50,54.6,1.66,163.0,139.0,67.0,0.87,18.0,4.1,4,1,19.7,8.0,0.75,6.0,285.0,True,False,True,False,False
7883,42,60.9,1.64,177.0,128.0,68.0,0.99,21.8,3.8,7,2,22.5,3.0,0.5504587155963303,1.651376146788991,99.6,False,False,False,False,True
7884,38,74.2,1.68,184.0,138.0,82.0,0.92,25.8,3.7,2,0,26.3,3.0,0.5490196078431373,1.647058823529412,112.4,False,False,False,False,True
7885,34,75.3,1.59,183.0,148.0,67.0,0.99,23.8,3.7,3,0,29.8,6.0,0.6982758620689655,4.189655172413794,312.3,False,False,False,True,False
7886,40,73.3,1.78,178.0,160.0,57.0,1.15,17.3,3.8,7,3,23.1,9.5,0.8512396694214877,8.086776859504132,681.7,False,True,False,False,False
7887,34,65.5,1.76,187.0,150.0,63.0,0.93,13.1,3.8,7,3,21.1,6.0,0.7016129032258065,4.209677419354839,256.4,True,False,False,True,False
7888,31,65.2,1.66,186.0,133.0,69.0,0.58,24.1,3.6,3,0,23.6,3.0,0.5470085470085471,1.6410256410256412,62.1,False,False,False,False,True
7889,46,73.6,1.63,179.0,153.0,74.0,0.58,22.9,3.8,3,0,27.6,8.0,0.7523809523809524,6.019047619047619,256.9,True,False,True,False,False
7890,37,75.0,1.62,187.0,155.0,81.0,0.84,28.5,4.0,2,0,28.5,6.0,0.6981132075471698,4.188679245283018,263.9,True,False,False,True,False
7891,47,50.3,1.65,176.0,149.0,68.0,0.95,12.6,4.4,7,2,18.5,8.0,0.75,6.0,286.7,True,False,True,False,False
7892,36,58.0,1.54,181.0,164.0,68.0,0.92,19.4,3.3,5,2,24.5,9.5,0.8495575221238938,8.070796460176991,430.7,True,True,False,False,False
7893,56,45.8,1.58,167.0,125.0,74.0,0.28,23.1,3.0,4,1,18.3,3.0,0.5483870967741935,1.6451612903225803,21.1,False,False,False,False,True
7894,30,85.9,1.77,186.0,168.0,67.0,0.99,12.2,3.9,5,2,27.5,9.5,0.8487394957983193,8.063025210084033,685.7,True,True,False,False,False
7895,35,75.1,1.71,185.0,156.0,68.0,0.69,23.5,4.6,5,1,25.7,8.0,0.7521367521367521,6.017094017094017,311.8,False,False,True,False,False
7896,40,69.0,1.84,167.0,154.0,80.0,0.76,25.1,3.1,2,0,20.3,9.5,0.8505747126436781,8.080459770114942,423.7,True,True,False,False,False
7897,50,82.1,1.65,176.0,136.0,63.0,0.62,16.6,2.3,7,2,30.1,7.0,0.6460176991150443,4.522123893805309,230.2,False,False,False,False,False
7898,56,68.5,1.64,173.0,146.0,64.0,1.12,18.1,4.4,5,2,25.3,8.0,0.7522935779816514,6.018348623853211,461.7,True,False,True,False,False
7899,57,66.9,1.64,164.0,131.0,55.0,1.31,17.3,4.3,5,3,24.9,6.0,0.6972477064220184,4.18348623853211,366.6,True,False,False,True,False
7900,35,63.2,1.65,177.0,147.0,58.0,1.11,23.7,4.6,6,3,23.3,8.0,0.7478991596638656,5.983193277310924,419.7,False,False,True,False,False
7901,26,62.4,1.61,193.0,155.0,65.0,1.0,24.0,4.0,5,2,24.0,6.0,0.703125,4.21875,263.2,False,False,False,True,False
7902,50,65.5,1.71,170.0,156.0,75.0,0.82,30.4,3.0,2,0,22.5,9.5,0.8526315789473684,8.1,435.1,False,True,False,False,False
7903,49,59.6,1.68,171.0,130.0,80.0,0.6,29.3,3.8,3,0,21.0,3.0,0.5494505494505495,1.6483516483516485,58.9,False,False,False,False,True
7904,34,76.7,1.63,199.0,151.0,63.0,1.06,20.2,3.0,4,2,28.9,7.0,0.6470588235294118,4.529411764705882,368.3,True,False,False,False,False
7905,36,71.8,1.81,183.0,166.0,73.0,0.55,33.8,2.7,2,0,22.0,9.5,0.8454545454545455,8.031818181818181,317.2,True,True,False,False,False
7906,44,76.5,1.87,173.0,148.0,72.0,0.34,24.9,3.6,2,0,21.9,8.0,0.7524752475247525,6.01980198019802,156.6,True,False,True,False,False
7907,23,75.8,1.8,198.0,143.0,76.0,0.65,23.4,3.9,3,0,23.5,3.0,0.5491803278688525,1.6475409836065575,81.2,True,False,False,False,True
7908,52,89.5,1.74,167.0,137.0,68.0,0.71,12.6,3.8,7,3,29.7,6.0,0.696969696969697,4.181818181818182,265.7,True,False,False,True,False
7909,54,88.0,1.76,162.0,138.0,63.0,0.61,26.1,3.7,3,0,28.5,8.0,0.7575757575757576,6.0606060606060606,325.3,False,False,True,False,False
7910,51,78.0,1.87,160.0,147.0,73.0,0.73,30.9,3.3,3,0,22.4,9.5,0.8505747126436781,8.080459770114942,460.1,False,True,False,False,False
7911,37,89.1,1.76,187.0,167.0,58.0,1.53,13.9,3.8,5,3,28.9,9.5,0.8449612403100775,8.027131782945736,719.45,True,True,False,False,False
7912,42,64.2,1.62,174.0,122.0,59.0,1.02,29.3,4.1,5,1,24.4,3.0,0.5478260869565217,1.643478260869565,107.6,False,False,False,False,True
7913,21,61.0,1.72,194.0,164.0,74.0,1.04,24.3,4.3,3,0,20.6,8.0,0.75,6.0,380.6,True,False,True,False,False
7914,27,67.1,1.74,189.0,158.0,63.0,0.83,11.3,4.2,7,2,22.1,8.0,0.753968253968254,6.031746031746032,335.9,True,False,True,False,False
7915,27,73.7,1.58,186.0,152.0,73.0,0.75,28.4,3.2,3,0,29.5,6.0,0.6991150442477876,4.1946902654867255,231.9,False,False,False,True,False
7916,41,88.2,1.65,182.0,164.0,59.0,0.72,18.0,2.8,5,2,32.3,9.5,0.8536585365853658,8.109756097560975,515.0,True,True,False,False,False
7917,38,81.0,1.79,185.0,144.0,70.0,0.93,25.5,3.4,4,1,25.3,7.0,0.6434782608695652,4.504347826086956,339.3,False,False,False,False,False
7918,28,48.7,1.5,193.0,174.0,69.0,0.62,28.2,3.1,2,0,21.7,9.5,0.8467741935483871,8.044354838709678,242.9,True,True,False,False,False
7919,44,56.8,1.55,180.0,138.0,61.0,0.96,20.9,3.4,4,2,23.5,7.0,0.6470588235294118,4.529411764705882,247.0,False,False,False,False,False
7920,33,57.9,1.66,189.0,135.0,69.0,0.77,18.5,3.5,3,1,21.0,3.0,0.55,1.65,73.6,True,False,False,False,True
7921,43,63.4,1.72,180.0,133.0,75.0,0.78,22.9,3.9,3,1,21.5,3.0,0.5523809523809524,1.6571428571428573,81.9,True,False,False,False,True
7922,47,50.4,1.54,182.0,164.0,62.0,1.25,14.9,3.7,5,3,21.1,9.5,0.85,8.075,508.7,False,True,False,False,False
7923,33,65.8,1.67,192.0,175.0,78.0,0.84,20.9,2.9,2,0,23.7,9.5,0.8508771929824561,8.083333333333334,446.8,True,True,False,False,False
7924,24,78.9,1.8,197.0,156.0,80.0,0.55,19.2,2.6,5,1,24.5,7.0,0.6495726495726496,4.547008547008547,197.3,True,False,False,False,False
7925,33,66.6,1.69,182.0,164.0,62.0,0.95,11.5,3.3,6,3,23.4,9.5,0.85,8.075,510.9,False,True,False,False,False
7926,52,72.7,1.77,160.0,117.0,65.0,0.65,27.1,4.0,5,1,23.1,3.0,0.5473684210526316,1.642105263157895,77.6,False,False,False,False,True
7927,33,71.0,1.62,178.0,128.0,67.0,1.05,22.4,4.3,3,1,27.0,3.0,0.5495495495495496,1.648648648648649,122.9,False,False,False,False,True
7928,57,59.0,1.6,168.0,139.0,71.0,0.48,23.3,3.1,2,0,23.1,6.0,0.7010309278350515,4.2061855670103085,119.1,True,False,False,True,False
7929,29,72.7,1.76,188.0,147.0,69.0,0.67,23.4,2.8,3,1,23.3,7.0,0.6554621848739496,4.588235294117647,223.5,False,False,False,False,False
7930,52,68.7,1.72,168.0,143.0,68.0,0.87,27.1,4.3,3,1,23.3,8.0,0.75,6.0,358.6,False,False,True,False,False
7931,38,73.6,1.56,177.0,161.0,70.0,0.53,33.2,3.0,2,0,30.2,9.5,0.8504672897196262,8.07943925233645,315.2,False,True,False,False,False
7932,53,56.4,1.6,178.0,134.0,80.0,0.55,27.0,3.7,3,0,22.0,3.0,0.5510204081632653,1.6530612244897958,51.3,True,False,False,False,True
7933,34,89.0,1.84,177.0,141.0,75.0,1.05,25.7,3.4,5,1,26.4,7.0,0.6470588235294118,4.529411764705882,423.3,False,False,False,False,False
7934,49,52.9,1.59,172.0,143.0,76.0,0.62,19.3,3.8,3,0,21.0,6.0,0.6979166666666666,4.1875,137.3,True,False,False,True,False
7935,58,79.9,1.77,160.0,127.0,65.0,0.81,17.0,2.7,5,1,25.4,7.0,0.6526315789473685,4.568421052631579,295.7,True,False,False,False,False
7936,23,69.8,1.63,197.0,177.0,66.0,0.68,23.6,3.3,5,2,26.2,9.5,0.8473282442748091,8.049618320610687,382.1,False,True,False,False,False
7937,41,79.9,1.68,177.0,151.0,72.0,0.43,24.4,3.8,2,0,28.3,8.0,0.7523809523809524,6.019047619047619,206.8,True,False,True,False,False
7938,44,65.6,1.71,172.0,137.0,71.0,0.88,19.3,3.4,4,2,22.5,7.0,0.6534653465346535,4.574257425742575,264.1,True,False,False,False,False
7939,37,42.2,1.47,177.0,160.0,64.0,0.67,26.4,3.3,4,1,19.5,9.5,0.8495575221238938,8.070796460176991,228.2,True,True,False,False,False
7940,42,49.1,1.53,188.0,151.0,63.0,1.36,17.8,3.9,7,3,20.9,6.0,0.704,4.224,282.1,True,False,False,True,False
7941,19,79.4,1.69,200.0,152.0,63.0,1.64,9.9,3.4,7,3,27.9,7.0,0.6496350364963503,4.547445255474452,592.2,True,False,False,False,False
7942,26,83.5,1.61,196.0,177.0,69.0,0.91,21.3,3.4,7,2,32.3,9.5,0.8503937007874016,8.078740157480315,613.9,False,True,False,False,False
7943,45,86.6,1.78,167.0,135.0,76.0,0.83,23.2,3.1,2,0,27.3,7.0,0.6483516483516484,4.538461538461538,326.2,False,False,False,False,False
7944,55,43.8,1.52,154.0,121.0,58.0,1.63,17.2,4.0,6,3,19.0,7.0,0.65625,4.59375,328.0,False,False,False,False,False
7945,20,82.0,1.74,197.0,159.0,72.0,0.94,13.2,3.5,7,3,27.2,6.0,0.696,4.176,321.9,True,False,False,True,False
7946,37,48.1,1.54,187.0,145.0,66.0,1.01,29.3,3.3,5,1,20.2,7.0,0.6528925619834711,4.570247933884298,222.0,False,False,False,False,False
7947,23,61.1,1.64,197.0,160.0,74.0,1.1,19.0,3.7,5,1,22.6,6.0,0.6991869918699187,4.195121951219512,282.0,True,False,False,True,False
7948,56,61.3,1.57,161.0,131.0,75.0,0.68,23.6,3.1,2,0,24.7,7.0,0.6511627906976745,4.558139534883721,190.0,True,False,False,False,False
7949,50,88.9,1.87,172.0,129.0,77.0,0.32,25.7,3.5,3,0,25.4,3.0,0.5473684210526316,1.642105263157895,46.7,True,False,False,False,True
7950,18,58.0,1.55,199.0,167.0,72.0,0.59,18.8,4.2,5,1,24.3,8.0,0.7480314960629921,5.984251968503937,204.8,True,False,True,False,False
7951,54,60.1,1.67,173.0,146.0,65.0,0.26,19.9,3.6,5,1,21.6,8.0,0.75,6.0,93.8,False,False,True,False,False
7952,23,64.2,1.51,204.0,143.0,68.0,0.78,30.2,4.1,2,0,28.2,3.0,0.5514705882352942,1.6544117647058825,82.8,True,False,False,False,True
7953,51,74.1,1.84,166.0,142.0,69.0,0.54,38.4,3.7,3,0,21.9,8.0,0.7525773195876289,6.020618556701031,240.9,False,False,True,False,False
7954,32,85.9,1.72,184.0,148.0,63.0,0.92,23.6,4.2,7,2,29.0,6.0,0.7024793388429752,4.214876033057851,333.1,False,False,False,True,False
7955,43,53.2,1.69,177.0,161.0,71.0,0.61,22.6,3.0,3,1,18.6,9.5,0.8490566037735849,8.066037735849058,261.8,True,True,False,False,False
7956,31,83.0,1.83,191.0,154.0,67.0,0.88,24.1,3.7,4,1,24.9,6.0,0.7016129032258065,4.209677419354839,307.5,False,False,False,True,False
7957,24,54.8,1.69,195.0,174.0,58.0,1.11,21.2,3.9,4,2,19.1,9.5,0.8467153284671532,8.043795620437956,489.3,False,True,False,False,False
7958,48,59.9,1.7,177.0,146.0,75.0,0.65,30.3,3.5,4,1,20.7,6.0,0.696078431372549,4.1764705882352935,162.6,False,False,False,True,False
7959,41,62.9,1.69,180.0,146.0,67.0,0.55,26.7,3.4,2,0,21.9,6.0,0.6991150442477876,4.1946902654867255,145.1,True,False,False,True,False
7960,48,90.7,1.74,177.0,162.0,72.0,0.48,24.2,3.0,5,1,30.1,9.5,0.8571428571428571,8.142857142857142,354.5,True,True,False,False,False
7961,46,77.7,1.63,168.0,125.0,71.0,0.67,21.9,3.7,3,0,29.2,3.0,0.5567010309278351,1.6701030927835052,86.9,True,False,False,False,True
7962,59,75.6,1.66,158.0,119.0,71.0,0.96,21.1,3.9,7,2,27.5,3.0,0.5517241379310345,1.6551724137931034,120.1,False,False,False,False,True
7963,49,74.8,1.76,174.0,128.0,72.0,0.61,23.6,3.8,2,0,24.1,3.0,0.5490196078431373,1.647058823529412,75.2,False,False,False,False,True
7964,34,72.2,1.71,186.0,132.0,66.0,0.42,24.8,3.2,3,0,24.8,3.0,0.55,1.65,50.0,True,False,False,False,True
7965,31,80.9,1.67,188.0,153.0,70.0,0.67,21.9,3.3,4,1,29.1,6.0,0.7033898305084746,4.220338983050848,228.8,True,False,False,True,False
7966,57,63.6,1.54,160.0,131.0,61.0,1.19,25.1,4.2,7,2,26.8,6.0,0.7070707070707071,4.242424242424242,321.1,False,False,False,True,False
7967,53,80.6,1.83,167.0,133.0,69.0,1.17,15.5,3.2,6,2,24.1,7.0,0.6530612244897959,4.571428571428571,431.1,True,False,False,False,False
7968,41,78.0,1.61,186.0,159.0,77.0,0.82,28.8,4.3,2,0,29.9,8.0,0.7522935779816514,6.018348623853211,384.9,True,False,True,False,False
7969,44,86.2,1.78,166.0,131.0,67.0,0.87,24.5,3.3,3,1,27.3,7.0,0.6464646464646465,4.525252525252526,339.4,False,False,False,False,False
7970,42,72.0,1.7,177.0,150.0,70.0,0.28,31.1,3.4,3,0,25.0,8.0,0.7476635514018691,5.981308411214953,120.6,False,False,True,False,False
7971,49,53.3,1.55,170.0,143.0,60.0,1.32,13.8,4.9,5,2,22.2,8.0,0.7545454545454545,6.036363636363636,424.7,True,False,True,False,False
7972,35,71.1,1.81,180.0,147.0,72.0,0.54,24.8,3.9,3,0,21.8,6.0,0.6944444444444444,4.166666666666666,160.0,True,False,False,True,False
7973,35,65.9,1.71,184.0,134.0,72.0,1.28,20.2,4.3,6,2,22.7,3.0,0.5535714285714286,1.6607142857142858,140.1,True,False,False,False,True
7974,54,84.9,1.81,158.0,143.0,59.0,1.28,16.0,3.9,5,3,25.8,9.5,0.8484848484848485,8.06060606060606,719.45,True,True,False,False,False
7975,43,75.5,1.66,174.0,141.0,65.0,1.22,23.9,3.8,7,3,27.3,6.0,0.6972477064220184,4.18348623853211,385.3,False,False,False,True,False
7976,26,55.8,1.75,193.0,172.0,55.0,1.03,19.8,2.9,7,3,18.2,9.5,0.8478260869565217,8.054347826086957,462.9,True,True,False,False,False
7977,52,40.7,1.5,168.0,132.0,65.0,0.52,29.3,2.5,3,0,18.0,7.0,0.6504854368932039,4.553398058252427,96.4,True,False,False,False,False
7978,25,53.7,1.63,204.0,142.0,65.0,0.71,20.8,3.6,4,1,20.2,3.0,0.5539568345323741,1.6618705035971222,63.4,False,False,False,False,True
7979,37,53.9,1.55,179.0,144.0,78.0,0.55,24.4,3.0,3,0,22.4,7.0,0.6534653465346535,4.574257425742575,135.6,False,False,False,False,False
7980,59,77.7,1.64,154.0,118.0,74.0,0.86,23.8,4.4,3,0,28.8,3.0,0.55,1.65,110.3,False,False,False,False,True
7981,39,68.2,1.73,186.0,154.0,79.0,0.39,25.8,2.8,2,0,22.9,6.0,0.7009345794392523,4.205607476635514,111.9,False,False,False,True,False
7982,36,65.6,1.62,162.0,149.0,76.0,0.87,22.2,3.3,3,1,25.0,9.5,0.8488372093023255,8.063953488372093,460.2,False,True,False,False,False
7983,47,80.1,1.77,170.0,123.0,65.0,1.06,27.3,4.2,3,1,25.7,3.0,0.5523809523809524,1.6571428571428573,140.7,False,False,False,False,True
7984,45,50.6,1.59,173.0,146.0,64.0,1.2,11.9,4.7,7,3,19.9,8.0,0.7522935779816514,6.018348623853211,365.4,False,False,True,False,False
7985,52,93.3,1.77,163.0,137.0,77.0,0.8,21.8,3.3,3,1,29.8,6.0,0.6976744186046512,4.186046511627907,312.4,True,False,False,True,False
7986,28,70.0,1.81,192.0,157.0,75.0,0.71,27.1,3.4,4,1,21.3,6.0,0.7008547008547008,4.205128205128204,209.0,True,False,False,True,False
7987,48,96.0,1.78,169.0,121.0,62.0,0.55,34.4,4.2,3,1,30.2,3.0,0.5514018691588785,1.6542056074766354,87.3,False,False,False,False,True
7988,56,63.6,1.65,155.0,110.0,56.0,0.92,27.6,4.2,7,2,23.5,3.0,0.5454545454545454,1.6363636363636362,95.7,True,False,False,False,True
7989,53,48.8,1.47,170.0,131.0,58.0,1.36,12.8,3.3,7,3,22.6,7.0,0.6517857142857143,4.5625,302.8,True,False,False,False,False
7990,47,59.1,1.74,176.0,144.0,68.0,0.95,29.3,4.1,5,1,19.6,6.0,0.7037037037037037,4.222222222222222,237.1,False,False,False,True,False
7991,40,68.9,1.67,175.0,151.0,79.0,0.74,32.5,4.6,2,0,24.8,8.0,0.75,6.0,305.9,False,False,True,False,False
7992,36,82.7,1.58,181.0,165.0,70.0,0.62,32.2,3.0,3,0,33.0,9.5,0.8558558558558559,8.13063063063063,416.9,False,True,False,False,False
7993,29,67.7,1.62,200.0,167.0,67.0,1.0,20.1,4.3,6,2,25.7,8.0,0.7518796992481203,6.015037593984962,407.2,False,False,True,False,False
7994,32,83.4,1.82,190.0,172.0,70.0,0.35,26.7,2.5,3,0,25.1,9.5,0.85,8.075,235.7,False,True,False,False,False
7995,48,52.3,1.57,172.0,135.0,67.0,1.14,19.8,3.1,6,2,21.3,7.0,0.6476190476190476,4.533333333333333,270.3,True,False,False,False,False
7996,54,78.6,1.73,174.0,124.0,63.0,0.89,15.4,3.1,6,2,26.4,3.0,0.5495495495495496,1.648648648648649,115.3,True,False,False,False,True
7997,54,71.3,1.7,158.0,144.0,67.0,1.02,16.0,3.7,5,2,24.6,9.5,0.8461538461538461,8.038461538461538,584.6,False,True,False,False,False
7998,32,64.2,1.64,178.0,149.0,63.0,1.1,18.9,4.6,6,2,23.7,8.0,0.7478260869565218,5.982608695652174,422.5,False,False,True,False,False
7999,46,79.1,1.74,175.0,121.0,55.0,1.04,19.2,4.0,6,2,26.0,3.0,0.55,1.65,135.7,True,False,False,False,True
8000,43,61.2,1.84,181.0,154.0,73.0,1.05,15.2,4.5,3,1,18.0,8.0,0.75,6.0,385.6,True,False,True,False,False
8001,19,64.3,1.65,192.0,153.0,81.0,0.89,22.5,3.8,2,0,23.6,7.0,0.6486486486486487,4.54054054054054,259.8,True,False,False,False,False
8002,37,52.7,1.66,177.0,138.0,66.0,1.17,21.6,3.8,4,1,19.2,7.0,0.6486486486486487,4.54054054054054,280.0,False,False,False,False,False
8003,32,73.2,1.74,192.0,162.0,74.0,0.98,18.2,4.5,4,1,24.1,8.0,0.7457627118644068,5.966101694915254,428.0,False,False,True,False,False
8004,21,66.3,1.77,193.0,159.0,57.0,1.27,15.0,4.6,7,3,21.1,8.0,0.75,6.0,505.2,True,False,True,False,False
8005,39,59.4,1.67,180.0,149.0,58.0,0.97,15.0,4.1,6,2,21.4,8.0,0.7459016393442623,5.967213114754099,343.8,False,False,True,False,False
8006,55,50.8,1.65,166.0,151.0,67.0,0.97,24.7,3.5,4,1,18.7,9.5,0.8484848484848485,8.06060606060606,397.2,True,True,False,False,False
8007,40,60.5,1.46,185.0,150.0,69.0,0.98,17.9,3.5,5,1,28.5,6.0,0.6982758620689655,4.189655172413794,248.4,False,False,False,True,False
8008,43,54.6,1.6,175.0,143.0,68.0,0.79,31.3,3.8,3,0,21.3,6.0,0.7009345794392523,4.205607476635514,181.4,False,False,False,True,False
8009,28,52.7,1.57,194.0,159.0,77.0,0.91,22.0,3.6,4,1,21.5,6.0,0.7008547008547008,4.205128205128204,201.7,True,False,False,True,False
8010,45,92.1,1.75,169.0,154.0,67.0,0.58,29.7,3.1,2,0,30.1,9.5,0.8529411764705882,8.102941176470589,432.8,True,True,False,False,False
8011,19,72.0,1.66,204.0,164.0,72.0,0.68,28.9,3.2,2,0,26.3,6.0,0.696969696969697,4.181818181818182,204.7,False,False,False,True,False
8012,25,49.1,1.65,190.0,154.0,70.0,0.64,21.8,3.0,3,0,18.0,6.0,0.7,4.199999999999999,132.0,True,False,False,True,False
8013,46,83.3,1.68,167.0,140.0,77.0,0.61,26.0,3.0,3,1,29.5,6.0,0.7,4.199999999999999,213.4,False,False,False,True,False
8014,28,77.6,1.59,202.0,165.0,55.0,1.22,17.5,4.3,7,3,30.6,8.0,0.7482993197278912,5.98639455782313,566.7,True,False,True,False,False
8015,54,101.8,1.84,175.0,159.0,69.0,0.64,22.8,3.0,4,2,30.2,9.5,0.8490566037735849,8.066037735849058,525.5,True,True,False,False,False
8016,35,87.4,1.81,186.0,158.0,76.0,0.47,26.9,3.8,3,0,26.7,8.0,0.7454545454545455,5.963636363636364,245.0,False,False,True,False,False
8017,31,66.5,1.84,197.0,165.0,69.0,0.71,29.8,3.5,2,0,19.6,8.0,0.75,6.0,283.3,False,False,True,False,False
8018,27,72.8,1.75,191.0,136.0,68.0,0.54,20.8,3.3,4,1,23.8,3.0,0.5528455284552846,1.6585365853658538,65.2,False,False,False,False,True
